word,morphemes
ahohona,"[""a"", ""hohona""]"
ahohy,"[""a"", ""hohy""]"
ahoina,"[""aho"", ""ina""]"
aholana,"[""a"", ""hola"", ""na""]"
ahombo,"[""a"", ""hombo""]"
ahonahona,"[""ahona"", ""ahona""]"
ahonaka,"[""a"", ""honaka""]"
ahondrahondra,"[""a"", ""hondrahondra""]"
ahonikonika,"[""a"", ""honikonika""]"
ahonkona,"[""a"", ""honkona""]"
ahontsa,"[""a"", ""hontsa""]"
ahontsana,"[""a"", ""hontsa"", ""ana""]"
ahontsankontsana,"[""a"", ""hontsa"", ""ana"", ""hontsa"", ""ana""]"
ahontsina,"[""a"", ""hontsina""]"
ahontsona,"[""a"", ""hontsona""]"
ahopaka,"[""a"", ""hopaka""]"
ahorina,"[""ahotra"", ""ina""]"
ahorira,"[""a"", ""horira""]"
ahorirana,"[""a"", ""ho"", ""rirana""]"
ahorododo,"[""a"", ""horododo""]"
ahorona,"[""a"", ""horona""]"
ahosina,"[""a"", ""hosina""]"
ahosotra,"[""a"", ""hosotra""]"
ahosotse,"[""a"", ""hosotse""]"
ahosy,"[""a"", ""hosy""]"
ahotrahotra,"[""ahotra"", ""ahotra""]"
ahotsaka,"[""a"", ""hotsaka""]"
ahovitrovitra,"[""a"", ""hovitra"", ""hovitra""]"
ahozongozona,"[""a"", ""hozongozona""]"
aidina,"[""a"", ""idina""]"
aiditra,"[""a"", ""iditra""]"
aifikifike,"[""a"", ""ifikifike""]"
aihina,"[""aika"", ""ina""]"
aikaika,"[""aika"", ""aika""]"
aila,"[""a"", ""ila""]"
ailika,"[""a"", ""ilika""]"
ailikilika,"[""a"", ""ilika"", ""ilika""]"
ailitse,"[""a"", ""ilitse""]"
aily,"[""a"", ""ily""]"
ainaina,"[""aina"", ""ina""]"
aingaina,"[""ainga"", ""ina""]"
aingainga,"[""ainga"", ""ainga""]"
aingaingaina,"[""ainga"", ""ainga"", ""ina""]"
aingaingana,"[""ainga"", ""ainga"", ""ana""]"
aingitraingitra,"[""aingitra"", ""aingitra""]"
airitra,"[""a"", ""iritra""]"
airotra,"[""a"", ""irotra""]"
aisake,"[""a"", ""isake""]"
aisiaisy,"[""a"", ""isy"", ""a"", ""isy""]"
aisina,"[""a"", ""isina""]"
aisorina,"[""aisotra"", ""ina""]"
aisy,"[""a"", ""isy""]"
aita,"[""a"", ""ita""]"
aitatra,"[""a"", ""itatra""]"
aiva,"[""a"", ""iva""]"
aivakivaka,"[""a"", ""ivaka"", ""ivaka""]"
aizina,"[""a"", ""izina""]"
aizinina,"[""a"", ""izina"", ""ina""]"
ajadona,"[""a"", ""jadona""]"
ajafajafa,"[""a"", ""jafa"", ""jafa""]"
ajajajaja,"[""a"", ""jaja"", ""jaja""]"
ajajirika,"[""a"", ""jajirika""]"
ajaka,"[""a"", ""jaka""]"
ajaly,"[""a"", ""jaly""]"
ajamba,"[""a"", ""jamba""]"
ajananaika,"[""a"", ""jananaika""]"
ajananaka,"[""a"", ""jananaka""]"
ajanjana,"[""a"", ""janjana""]"
ajano,"[""a"", ""jano""]"
ajanona,"[""a"", ""janona""]"
ajaradona,"[""a"", ""j"", ""ar"", ""a"", ""dona""]"
ajaridina,"[""a"", ""jaridina""]"
ajarika,"[""a"", ""jarika""]"
ajaroboka,"[""a"", ""ja"", ""roboka""]"
ajedaka,"[""a"", ""jedaka""]"
ajedana,"[""a"", ""jedana""]"
ajehojeho,"[""a"", ""jeho"", ""jeho""]"
ajejajeja,"[""a"", ""jeja"", ""jeja""]"
ajery,"[""a"", ""jery""]"
ajidina,"[""a"", ""jidina""]"
ajifa,"[""a"", ""jifa""]"
ajilojilo,"[""a"", ""jilo"", ""jilo""]"
ajininika,"[""a"", ""jininika""]"
ajinja,"[""a"", ""jinja""]"
ajirika,"[""a"", ""jirika""]"
ajobo,"[""a"", ""jobo""]"
ajofo,"[""a"", ""jofo""]"
ajojo,"[""a"", ""jojo""]"
ajokaiky,"[""a"", ""jokaiky""]"
ajoko,"[""a"", ""joko""]"
ajolo,"[""a"", ""jolo""]"
ajoloka,"[""a"", ""joloka""]"
ajolonjolona,"[""a"", ""jolonjolona""]"
ajomoka,"[""a"", ""jomoka""]"
ajongijongy,"[""a"", ""jongijongy""]"
ajongy,"[""a"", ""jongy""]"
ajonjona,"[""a"", ""jonjona""]"
ajono,"[""a"", ""jono""]"
ajononoka,"[""a"", ""jononoka""]"
ajoretra,"[""a"", ""joretra""]"
ajoro,"[""a"", ""joro""]"
ajosy,"[""a"", ""josy""]"
ajoy,"[""a"", ""joy""]"
akabary,"[""a"", ""kabary""]"
akaboke,"[""a"", ""kaboke""]"
akady,"[""a"", ""kady""]"
akafankafana,"[""a"", ""kafankafana""]"
akahankahana,"[""a"", ""kahankahana""]"
akaikena,"[""akaiky"", ""na""]"
akaikezina,"[""akaiky"", ""ina""]"
akaikikaiky,"[""akaiky"", ""akaiky""]"
akaikitra,"[""a"", ""kaikitra""]"
akaina,"[""aka"", ""ina""]"
akainkona,"[""a"", ""kainkona""]"
akaka,"[""a"", ""kaka""]"
akakakaka,"[""a"", ""kaka"", ""kaka""]"
akalanina,"[""akalana"", ""ina""]"
akambana,"[""a"", ""kambana""]"
akamositra,"[""a"", ""ka"", ""fositra""]"
akana,"[""aka"", ""ana""]"
akanakana,"[""aka"", ""ana"", ""aka"", ""ana""]"
akanakanina,"[""aka"", ""ana"", ""aka"", ""ana"", ""ina""]"
akandrakandra,"[""a"", ""kandrakandra""]"
akangaina,"[""akanga"", ""ina""]"
akangakanga,"[""akanga"", ""akanga""]"
akanikany,"[""a"", ""kanikany""]"
akanjoana,"[""akanjo"", ""ana""]"
akanjoina,"[""akanjo"", ""ina""]"
akanjokanjo,"[""akanjo"", ""akanjo""]"
akantsana,"[""a"", ""kantsana""]"
akaoka,"[""a"", ""kaoka""]"
akaoke,"[""a"", ""kaoke""]"
akaona,"[""a"", ""kaona""]"
akapa,"[""a"", ""kapa""]"
akapake,"[""a"", ""kapake""]"
akapike,"[""a"", ""kapike""]"
akapoka,"[""a"", ""kapoka""]"
akapokapoka,"[""a"", ""kapokapoka""]"
akapoke,"[""a"", ""kapoke""]"
akarama,"[""a"", ""karama""]"
akararana,"[""a"", ""kararana""]"
akaratake,"[""a"", ""karatake""]"
akarenjy,"[""a"", ""karenjy""]"
akarepoka,"[""a"", ""k"", ""ar"", ""epoka""]"
akarepoke,"[""a"", ""karepoke""]"
akaretoka,"[""a"", ""k"", ""ar"", ""etoka""]"
akaretsaka,"[""a"", ""karetsaka""]"
akarikarike,"[""a"", ""karikarike""]"
akarina,"[""akatra"", ""ina""]"
akarioke,"[""a"", ""karioke""]"
akaroka,"[""a"", ""karoka""]"
akasa,"[""a"", ""kasa""]"
akasaoka,"[""a"", ""kasaoka""]"
akasika,"[""a"", ""kasika""]"
akasikasy,"[""a"", ""kasy"", ""kasy""]"
akasike,"[""a"", ""kasike""]"
akasoka,"[""a"", ""kasoka""]"
akasy,"[""a"", ""kasy""]"
akatoke,"[""a"", ""katoke""]"
akatona,"[""a"", ""katona""]"
akatraka,"[""a"", ""katraka""]"
akatraoka,"[""a"", ""katraoka""]"
akatroka,"[""a"", ""katroka""]"
akatsaka,"[""a"", ""katsaka""]"
akatsapoke,"[""a"", ""katsapoke""]"
akatseke,"[""a"", ""katseke""]"
akavina,"[""aka"", ""ina""]"
akavitse,"[""a"", ""kavitse""]"
akefona,"[""a"", ""kefona""]"
akehina,"[""a"", ""kehina""]"
akejokejo,"[""a"", ""kejo"", ""kejo""]"
akekena,"[""akeky"", ""na""]"
akekezina,"[""akeky"", ""ina""]"
akekikeky,"[""akeky"", ""akeky""]"
akemakema,"[""a"", ""kema"", ""kema""]"
akemo,"[""a"", ""kemo""]"
akenda,"[""a"", ""kenda""]"
akendry,"[""a"", ""kendry""]"
akentso,"[""a"", ""kentso""]"
akentsona,"[""a"", ""kentsona""]"
akepakepaka,"[""a"", ""kepakepaka""]"
akepikepika,"[""a"", ""kepika"", ""kepika""]"
akepoka,"[""a"", ""kepoka""]"
akepoke,"[""a"", ""kepoke""]"
aketoka,"[""a"", ""ketoka""]"
aketraka,"[""a"", ""ketraka""]"
aketrona,"[""a"", ""ketrona""]"
aketsa,"[""a"", ""ketsa""]"
aketsake,"[""a"", ""ketsake""]"
aketseke,"[""a"", ""ketseke""]"
akezaka,"[""a"", ""kezaka""]"
akiaka,"[""a"", ""kiaka""]"
akiakiaka,"[""a"", ""kiaka"", ""kiaka""]"
akibo,"[""a"", ""kibo""]"
akidingy,"[""a"", ""kidingy""]"
akifakifaka,"[""a"", ""kifaka"", ""kifaka""]"
akifika,"[""a"", ""kifika""]"
akifikifika,"[""a"", ""kifika"", ""kifika""]"
akifina,"[""a"", ""kifina""]"
akiho,"[""a"", ""kiho""]"
akija,"[""a"", ""kija""]"
akikitra,"[""a"", ""kikitra""]"
akiky,"[""a"", ""kiky""]"
akiliolio,"[""a"", ""kiliolio""]"
akimpa,"[""a"", ""kimpa""]"
akimpikimpy,"[""a"", ""kimpy"", ""kimpy""]"
akimpy,"[""a"", ""kimpy""]"
akininike,"[""a"", ""kininike""]"
akipaka,"[""a"", ""kipaka""]"
akipakipa,"[""a"", ""kipa"", ""kipa""]"
akipakipaka,"[""a"", ""kipaka"", ""kipaka""]"
akipika,"[""a"", ""kipika""]"
akipikipy,"[""a"", ""kipikipy""]"
akipilipily,"[""a"", ""kipilipily""]"
akipily,"[""a"", ""kipily""]"
akiramborambo,"[""a"", ""ki"", ""rambo"", ""rambo""]"
akiraro,"[""a"", ""kiraro""]"
akiraviravy,"[""a"", ""ki"", ""raviravy""]"
akirazorazo,"[""a"", ""ki"", ""razorazo""]"
akirindro,"[""a"", ""kirindro""]"
akiririoka,"[""a"", ""kiririoka""]"
akisaka,"[""a"", ""kisaka""]"
akisake,"[""a"", ""kisake""]"
akisakisa,"[""akisa"", ""akisa""]"
akisoka,"[""a"", ""kisoka""]"
akitakita,"[""a"", ""kitakita""]"
akitakitaka,"[""a"", ""kitakitaka""]"
akitamby,"[""a"", ""kitamby""]"
akitika,"[""a"", ""kitika""]"
akitike,"[""a"", ""kitike""]"
akitikitika,"[""a"", ""kitika"", ""kitika""]"
akitoatoa,"[""a"", ""kitoatoa""]"
akitra,"[""a"", ""kitra""]"
akitrana,"[""a"", ""kitrana""]"
akitroka,"[""a"", ""kitroka""]"
akivilivily,"[""a"", ""ki"", ""vily"", ""vily""]"
akivy,"[""a"", ""kivy""]"
akizaka,"[""a"", ""kizaka""]"
akizake,"[""a"", ""kizake""]"
akoa,"[""a"", ""koa""]"
akoako,"[""ako"", ""ako""]"
akobaka,"[""a"", ""kobaka""]"
akobake,"[""a"", ""kobake""]"
akobana,"[""a"", ""kobana""]"
akobila,"[""a"", ""ko"", ""bila""]"
akobo,"[""a"", ""kobo""]"
akoboke,"[""a"", ""koboke""]"
akobona,"[""a"", ""kobona""]"
akodadaka,"[""a"", ""ko"", ""dadaka""]"
akodia,"[""a"", ""kodia""]"
akodiadia,"[""a"", ""kodiadia""]"
akodingy,"[""a"", ""kodingy""]"
akofoka,"[""a"", ""kofoka""]"
akofokofoka,"[""a"", ""kofoka"", ""kofoka""]"
akohaka,"[""a"", ""kohaka""]"
akoike,"[""a"", ""koike""]"
akojijake,"[""a"", ""kojijake""]"
akojy,"[""a"", ""kojy""]"
akolepaka,"[""a"", ""ko"", ""lepaka""]"
akolepake,"[""a"", ""kolepake""]"
akolikoly,"[""a"", ""kolikoly""]"
akolontake,"[""a"", ""kolontake""]"
akombo,"[""a"", ""kombo""]"
akombona,"[""a"", ""kombona""]"
akomby,"[""a"", ""komby""]"
akome,"[""a"", ""kome""]"
akonesa,"[""a"", ""konesa""]"
akonetaka,"[""a"", ""konetaka""]"
akonjay,"[""a"", ""konjay""]"
akontsa,"[""a"", ""kontsa""]"
akopaka,"[""a"", ""kopaka""]"
akopake,"[""a"", ""kopake""]"
akopakopaka,"[""a"", ""kopaka"", ""kopaka""]"
akopapaka,"[""a"", ""kopapaka""]"
akopoka,"[""a"", ""kopoka""]"
akoraina,"[""akora"", ""ina""]"
akoraka,"[""a"", ""koraka""]"
akorana,"[""a"", ""korana""]"
akorandendy,"[""a"", ""korandendy""]"
akorapaka,"[""a"", ""ko"", ""rapaka""]"
akoraraika,"[""a"", ""koraraika""]"
akorataba,"[""a"", ""k"", ""ra"", ""otaba""]"
akorefa,"[""a"", ""ko"", ""refa""]"
akoretika,"[""a"", ""ko"", ""retika""]"
akoriana,"[""a"", ""koriana""]"
akoriandriana,"[""a"", ""koriandriana""]"
akoriasaina,"[""akoriasa"", ""ina""]"
akorintsana,"[""a"", ""ko"", ""rintsana""]"
akorirarira,"[""a"", ""korirarira""]"
akorisa,"[""a"", ""ko"", ""risa""]"
akoro,"[""a"", ""koro""]"
akorobobo,"[""a"", ""korobobo""]"
akorododo,"[""a"", ""korododo""]"
akorodorodo,"[""a"", ""korodorodo""]"
akorofoka,"[""a"", ""k"", ""or"", ""ofoka""]"
akorokoro,"[""a"", ""koro"", ""koro""]"
akoromake,"[""a"", ""koromake""]"
akoromby,"[""a"", ""koromby""]"
akorongo,"[""a"", ""korongo""]"
akoronta,"[""a"", ""koronta""]"
akorontana,"[""a"", ""korontana""]"
akororoka,"[""a"", ""kororoka""]"
akororoke,"[""a"", ""kororoke""]"
akororosy,"[""a"", ""kororosy""]"
akorosy,"[""a"", ""korosy""]"
akorotsaka,"[""a"", ""ko"", ""rotsaka""]"
akosesy,"[""a"", ""kosesy""]"
akosina,"[""a"", ""k"", ""hosina""]"
akositra,"[""a"", ""kositra""]"
akosoka,"[""a"", ""kosoka""]"
akotaba,"[""a"", ""ko"", ""taba""]"
akotana,"[""a"", ""k"", ""hotana""]"
akotrana,"[""a"", ""kotrana""]"
akotrefaka,"[""a"", ""kotrefaka""]"
akotretrika,"[""a"", ""kotretrika""]"
akotrifana,"[""a"", ""ko"", ""trifana""]"
akotrika,"[""a"", ""kotrika""]"
akotringa,"[""a"", ""ko"", ""tringa""]"
akotroka,"[""a"", ""kotroka""]"
akotrokotroka,"[""a"", ""kotroka"", ""kotroka""]"
akotsa,"[""a"", ""kotsa""]"
akotsaba,"[""a"", ""kotsaba""]"
akotsetsa,"[""a"", ""kotsetsa""]"
akotsoina,"[""akotso"", ""ina""]"
akotsokotsoka,"[""a"", ""kotsokotsoka""]"
akotsovoke,"[""a"", ""kotsovoke""]"
akovavake,"[""a"", ""kovavake""]"
akovavy,"[""a"", ""ko"", ""vavy""]"
akovilavila,"[""a"", ""ko"", ""vilavila""]"
akovotsake,"[""a"", ""kovotsake""]"
ala,"[""a"", ""la""]"
aladirina,"[""aladitra"", ""ina""]"
alafana,"[""a"", ""laka"", ""ana""]"
alafatra,"[""a"", ""lafatra""]"
alafika,"[""a"", ""lafika""]"
alafike,"[""a"", ""lafike""]"
alafy,"[""a"", ""lafy""]"
alahadahatra,"[""a"", ""lahatra"", ""lahatra""]"
alahatra,"[""a"", ""lahatra""]"
alahatse,"[""a"", ""lahatse""]"
alahelovana,"[""alahelo"", ""ana""]"
alaika,"[""a"", ""laika""]"
alaina,"[""a"", ""la"", ""ina""]"
alaka,"[""a"", ""laka""]"
alakamoina,"[""alakamo"", ""ina""]"
alakasina,"[""alakasy"", ""ina""]"
alalaka,"[""a"", ""lalaka""]"
alalanina,"[""alalana"", ""ina""]"
alalatra,"[""a"", ""lalatra""]"
alalina,"[""a"", ""lalina""]"
alalotra,"[""a"", ""lalotra""]"
alamadamaka,"[""a"", ""lamaka"", ""lamaka""]"
alamaka,"[""a"", ""lamaka""]"
alamake,"[""a"", ""lamake""]"
alamba,"[""a"", ""lamba""]"
alambana,"[""a"", ""lambana""]"
alamina,"[""a"", ""lamina""]"
alamindamina,"[""a"", ""lamina"", ""lamina""]"
alamoka,"[""a"", ""lamoka""]"
alampatra,"[""a"", ""lampatra""]"
alana,"[""a"", ""la"", ""ana""]"
alanalanina,"[""alanalana"", ""ina""]"
alandana,"[""a"", ""landana""]"
alangalanga,"[""a"", ""langa"", ""langa""]"
alanona,"[""a"", ""lanona""]"
alanto,"[""a"", ""lanto""]"
alantolanto,"[""a"", ""lanto"", ""lanto""]"
alantsika,"[""a"", ""lantsika""]"
alaoka,"[""a"", ""laoka""]"
alaro,"[""a"", ""laro""]"
alasitra,"[""a"", ""lasitra""]"
alatsa,"[""a"", ""latsa""]"
alatsaka,"[""a"", ""latsaka""]"
alatsake,"[""a"", ""latsake""]"
alatsy,"[""a"", ""latsy""]"
alavalava,"[""a"", ""lava"", ""lava""]"
alavo,"[""a"", ""lavo""]"
alavorary,"[""a"", ""lavorary""]"
alaza,"[""a"", ""laza""]"
alazo,"[""a"", ""lazo""]"
alealea,"[""a"", ""lealea""]"
alefa,"[""a"", ""lefa""]"
alefaka,"[""a"", ""lefaka""]"
alefalefa,"[""a"", ""lefa"", ""lefa""]"
alefitra,"[""a"", ""lefitra""]"
alefolefo,"[""a"", ""lefo"", ""lefo""]"
alefona,"[""a"", ""lefona""]"
alefy,"[""a"", ""lefy""]"
aleha,"[""a"", ""leha""]"
alelaka,"[""a"", ""lelaka""]"
alelake,"[""a"", ""lelake""]"
alelalela,"[""a"", ""lela"", ""lela""]"
alelika,"[""a"", ""lelika""]"
alemaka,"[""a"", ""lemaka""]"
aleme,"[""a"", ""leme""]"
aleno,"[""a"", ""leno""]"
alenta,"[""a"", ""lenta""]"
alentika,"[""a"", ""lentika""]"
alepaka,"[""a"", ""lepaka""]"
aletra,"[""a"", ""letra""]"
aletse,"[""a"", ""letse""]"
aletsy,"[""a"", ""letsy""]"
aleve,"[""a"", ""leve""]"
alevilevy,"[""a"", ""levy"", ""levy""]"
alevina,"[""a"", ""levina""]"
alevona,"[""a"", ""levona""]"
alevy,"[""a"", ""levy""]"
aliba,"[""a"", ""liba""]"
alikaina,"[""alika"", ""ina""]"
alikalika,"[""alika"", ""alika""]"
alinalina,"[""alina"", ""alina""]"
alinalinina,"[""alina"", ""alina"", ""ina""]"
alinina,"[""alina"", ""ina""]"
aloa,"[""a"", ""loa""]"
aloaka,"[""a"", ""loaka""]"
aloatra,"[""a"", ""loatra""]"
alobaloba,"[""a"", ""loba"", ""loba""]"
alobolobo,"[""a"", ""lobolobo""]"
aloditra,"[""a"", ""loditra""]"
alofana,"[""a"", ""loka"", ""ana""]"
alofika,"[""a"", ""lofika""]"
alofo,"[""a"", ""lofo""]"
aloha,"[""a"", ""loha""]"
alohaina,"[""a"", ""loha"", ""ina""]"
alohaloha,"[""a"", ""loha"", ""a"", ""loha""]"
aloka,"[""a"", ""loka""]"
alokalofana,"[""a"", ""loka"", ""a"", ""loka"", ""ana""]"
alokaloka,"[""a"", ""loka"", ""a"", ""loka""]"
aloko,"[""a"", ""loko""]"
aloloha,"[""a"", ""l"", ""ol"", ""oha""]"
alomano,"[""a"", ""l"", ""om"", ""ano""]"
alomboka,"[""a"", ""lomboka""]"
alona,"[""a"", ""lona""]"
alonaka,"[""a"", ""lonaka""]"
alongilongy,"[""a"", ""longilongy""]"
alonika,"[""a"", ""lonika""]"
alonilony,"[""a"", ""lony"", ""lony""]"
alonina,"[""a"", ""lona"", ""ina""]"
alonjehitra,"[""a"", ""lonjehitra""]"
alonjilonjy,"[""a"", ""lonjilonjy""]"
alonjo,"[""a"", ""lonjo""]"
alopilopy,"[""a"", ""lopilopy""]"
alotsaka,"[""a"", ""lotsaka""]"
alozina,"[""alo"", ""ina""]"
alozoka,"[""a"", ""lozoka""]"
amadidirana,"[""an"", ""fa"", ""diditra"", ""ana""]"
amadirana,"[""an"", ""faditra"", ""ana""]"
amafana,"[""an"", ""fafa"", ""na""]"
amafanana,"[""an"", ""fafa"", ""ana"", ""na""]"
amafarana,"[""an"", ""fafatra"", ""ana""]"
amahanana,"[""an"", ""fahana"", ""na""]"
amaharana,"[""an"", ""fahatra"", ""ana""]"
amahoana,"[""an"", ""faho"", ""ana""]"
amahorana,"[""an"", ""vahotra"", ""ana""]"
amaikana,"[""an"", ""vaika"", ""na""]"
amailaka,"[""a"", ""mailaka""]"
amaimbo,"[""a"", ""ma"", ""imbo""]"
amaingavaingana,"[""an"", ""vainga"", ""vainga"", ""na""]"
amaingohana,"[""an"", ""faingoka"", ""ana""]"
amainty,"[""a"", ""ma"", ""inty""]"
amairana,"[""an"", ""faitra"", ""ana""]"
amaitso,"[""a"", ""ma"", ""itso""]"
amaizana,"[""an"", ""fay"", ""ana""]"
amakafakana,"[""an"", ""f"", ""aka"", ""f"", ""aka"", ""na""]"
amakana,"[""an"", ""f"", ""aka"", ""na""]"
amakiana,"[""an"", ""vaky"", ""ana""]"
amalana,"[""an"", ""vala"", ""na""]"
amalanana,"[""an"", ""vala"", ""ana"", ""na""]"
amalavalana,"[""an"", ""valavala"", ""na""]"
amaliana,"[""a"", ""faly"", ""ana""]"
amalifaliana,"[""a"", ""faly"", ""faly"", ""ana""]"
amalonana,"[""an"", ""valona"", ""na""]"
amanana,"[""an"", ""fana"", ""na""]"
amanavanana,"[""an"", ""vanavana"", ""na""]"
amandina,"[""a"", ""man"", ""dina""]"
amandirana,"[""an"", ""vanditra"", ""ana""]"
amandrahana,"[""an"", ""fandraka"", ""ana""]"
amandravandrana,"[""an"", ""vandravandra"", ""na""]"
amandrihana,"[""an"", ""fandrika"", ""ana""]"
amandripandrihana,"[""an"", ""fandrika"", ""fandrika"", ""ana""]"
amanga,"[""a"", ""manga""]"
amangana,"[""a"", ""man"", ""gana""]"
amangiana,"[""an"", ""vangy"", ""ana""]"
amangoana,"[""an"", ""vango"", ""ana""]"
amangohana,"[""an"", ""fangoka"", ""ana""]"
amangopangohana,"[""an"", ""fangoka"", ""fangoka"", ""ana""]"
amangorana,"[""an"", ""fangotra"", ""ana""]"
amaniana,"[""amany"", ""ana""]"
amanja,"[""a"", ""manja""]"
amankonana,"[""an"", ""vankona"", ""na""]"
amantahana,"[""an"", ""fantaka"", ""ana""]"
amantanana,"[""an"", ""vantana"", ""na""]"
amantarana,"[""an"", ""fantatra"", ""ana""]"
amantohana,"[""an"", ""fantoka"", ""ana""]"
amantsihana,"[""an"", ""fantsika"", ""ana""]"
amantsonana,"[""an"", ""fantsona"", ""na""]"
amaohana,"[""an"", ""faoka"", ""ana""]"
amarafarana,"[""an"", ""farafara"", ""na""]"
amaraingoana,"[""an"", ""faraingo"", ""ana""]"
amarana,"[""an"", ""fatra"", ""ana""]"
amarana,"[""an"", ""fara"", ""na""]"
amaranana,"[""an"", ""fara"", ""ana"", ""na""]"
amarangoana,"[""an"", ""farango"", ""ana""]"
amarika,"[""a"", ""marika""]"
amarinana,"[""an"", ""vatra"", ""ina"", ""na""]"
amaritsohana,"[""an"", ""fa"", ""ritsoka"", ""ana""]"
amasavasana,"[""an"", ""vasavasa"", ""na""]"
amaterana,"[""an"", ""fatitra"", ""ana""]"
amatomato,"[""amato"", ""amato""]"
amatorana,"[""an"", ""fatotra"", ""ana""]"
amatrarana,"[""an"", ""fatratra"", ""ana""]"
amatravatrana,"[""an"", ""vatravatra"", ""na""]"
amatsavatsana,"[""an"", ""vatsavatsa"", ""na""]"
amatsiana,"[""an"", ""vatsy"", ""ana""]"
amavana,"[""an"", ""vava"", ""na""]"
amavarana,"[""an"", ""vavatra"", ""ana""]"
amazanana,"[""an"", ""vazana"", ""na""]"
amazivaziana,"[""an"", ""vazivazy"", ""ana""]"
ambaibaizana,"[""an"", ""baibay"", ""ana""]"
ambaitra,"[""an"", ""vaitra""]"
ambakaina,"[""ambaka"", ""ina""]"
ambakambaka,"[""ambaka"", ""ambaka""]"
ambakana,"[""an"", ""baka"", ""na""]"
ambalambala,"[""ambala"", ""ambala""]"
ambalambalaina,"[""ambala"", ""ambala"", ""ina""]"
ambanambana,"[""ambana"", ""ambana""]"
ambanana,"[""ambana"", ""ana""]"
ambangoana,"[""an"", ""bango"", ""ana""]"
ambanimbany,"[""ambany"", ""ambany""]"
ambanina,"[""ambany"", ""ina""]"
ambarambara,"[""ambara"", ""ambara""]"
ambatana,"[""an"", ""bata"", ""na""]"
ambatrambatra,"[""ambatra"", ""ambatra""]"
ambavala,"[""an"", ""vavala""]"
ambedana,"[""an"", ""beda"", ""na""]"
ambela,"[""an"", ""vela""]"
ambenana,"[""ambina"", ""ana""]"
ambetraka,"[""an"", ""vetraka""]"
ambezo,"[""an"", ""vezo""]"
ambezoina,"[""an"", ""vezo"", ""ina""]"
ambiana,"[""amby"", ""ana""]"
ambidy,"[""an"", ""vidy""]"
ambilabilana,"[""an"", ""bila"", ""bila"", ""na""]"
ambilona,"[""an"", ""vilona""]"
ambinambina,"[""ambina"", ""ambina""]"
ambinina,"[""ambina"", ""ina""]"
ambitsibitsihana,"[""an"", ""bitsika"", ""bitsika"", ""ana""]"
ambitsihana,"[""an"", ""bitsika"", ""ana""]"
ambiziziohana,"[""an"", ""bizizioka"", ""ana""]"
amboamboa,"[""amboa"", ""amboa""]"
amboanana,"[""an"", ""boana"", ""na""]"
amboara,"[""an"", ""voara""]"
amboazina,"[""amboa"", ""ina""]"
ambobana,"[""an"", ""boba"", ""na""]"
ambody,"[""an"", ""vody""]"
amboho,"[""an"", ""voho""]"
ambole,"[""an"", ""vole""]"
amboloina,"[""ambolo"", ""ina""]"
ambolombolo,"[""ambolo"", ""ambolo""]"
ambomba,"[""a"", ""mbomba""]"
ambombaina,"[""a"", ""mbomba"", ""ina""]"
ambombana,"[""a"", ""mbomba"", ""na""]"
ambonimbony,"[""ambony"", ""ambony""]"
ambonina,"[""ambony"", ""ina""]"
ambonohana,"[""an"", ""bonoka"", ""ana""]"
amborahana,"[""an"", ""boraka"", ""ana""]"
amboriana,"[""a"", ""bory"", ""ana""]"
amboronana,"[""an"", ""borona"", ""na""]"
ambosehana,"[""an"", ""bosika"", ""ana""]"
ambosiana,"[""ambosy"", ""ana""]"
ambosibosehana,"[""an"", ""bosika"", ""bosika"", ""ana""]"
ambosina,"[""ambosy"", ""ina""]"
ambotriana,"[""a"", ""botry"", ""ana""]"
amefena,"[""an"", ""fefy"", ""na""]"
amehezana,"[""an"", ""fehy"", ""na""]"
amejafejana,"[""an"", ""feja"", ""feja"", ""na""]"
amelana,"[""an"", ""vela"", ""na""]"
amelarana,"[""an"", ""velatra"", ""ana""]"
amely,"[""a"", ""vely""]"
amendranana,"[""an"", ""vendrana"", ""na""]"
amendrofendroana,"[""an"", ""fendrofendro"", ""ana""]"
amenena,"[""an"", ""feny"", ""na""]"
amenjafenjana,"[""an"", ""fenja"", ""fenja"", ""na""]"
amenjana,"[""an"", ""fenja"", ""na""]"
amenoana,"[""an"", ""feno"", ""ana""]"
amerana,"[""an"", ""fetra"", ""ana""]"
ameraverana,"[""an"", ""veravera"", ""na""]"
amesanana,"[""an"", ""fesana"", ""na""]"
amesarana,"[""an"", ""vesatra"", ""ana""]"
ametahana,"[""an"", ""fetaka"", ""ana""]"
ametana,"[""an"", ""veta"", ""na""]"
ametavetana,"[""an"", ""veta"", ""veta"", ""na""]"
ametsahana,"[""an"", ""fetsaka"", ""ana""]"
ametsena,"[""an"", ""fetsy"", ""na""]"
amezabezarana,"[""an"", ""vezabezatra"", ""ana""]"
amezarana,"[""an"", ""vezatra"", ""ana""]"
amezavezana,"[""an"", ""vezaveza"", ""na""]"
amezovezoana,"[""an"", ""vezovezo"", ""ana""]"
amidy,"[""a"", ""vidy""]"
amihinana,"[""an"", ""fihina"", ""na""]"
amihirana,"[""an"", ""fihitra"", ""ana""]"
amikavikana,"[""an"", ""vikavika"", ""na""]"
amikinana,"[""an"", ""vikina"", ""na""]"
amikirana,"[""an"", ""fi"", ""kitra"", ""ana""]"
amilafilana,"[""an"", ""filafila"", ""na""]"
amilavilana,"[""an"", ""vilavila"", ""na""]"
